Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	14	14	0.357041	0.303642	0.3807	0.779702	POLE(0.983017); RFC5(0.837878); POLD2(0.668593); POLD3(0.65659); RPA3(0.150214); POLE2(0.0845454); RFC3(0.0161609); RPA1(-0.0785495); POLD1(-0.199237); RFC4(-0.211955); POLD4(-0.397337); PCNA(-0.452675); RPA2(-0.636151); RFC2(-0.68194); 
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	35	31	0.447665	0.302774	0.381031	0.779702	ERCC1(1.21607); POLE(0.983017); GTF2H3(0.948479); RFC5(0.837878); POLD2(0.668593); POLD3(0.65659); RAD23B(0.502856); ERCC2(0.458046); ERCC3(0.333342); GTF2H4(0.332699); ERCC5(0.26873); XPC(0.223097); XPA(0.18576); RPA3(0.150214); POLE2(0.0845454); RFC3(0.0161609); RPA1(-0.0785495); POLD1(-0.199237); CCNH(-0.211401); RFC4(-0.211955); ERCC4(-0.240366); LIG1(-0.37468); GTF2H1(-0.392465); POLD4(-0.397337); PCNA(-0.452675); MNAT1(-0.496769); DDB2(-0.545563); CDK7(-0.603054); RPA2(-0.636151); RFC2(-0.68194); DDB1(-1.35266); 
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	28	26	0.880368	0.30389	0.380606	0.779702	AP2M1(1.45143); AP1S1(1.05563); HCK(0.754663); DOCK2(0.584951); HLA-A(0.444104); AP1M1(0.439197); CD247(0.240604); AP2A1(0.205842); CD4(0.149542); FYN(0.138675); ELMO1(0.0954653); ARF1(0.0498803); AP2B1(-0.0256401); CD8B(-0.0468904); ATP6V1H(-0.0624986); CD28(-0.11863); AP1B1(-0.13885); RAC1(-0.183129); AP1M2(-0.208475); AP2S1(-0.287018); B2M(-0.289726); LCK(-0.408935); AP2A2(-0.568956); PACS1(-0.727043); PAK2(-0.777755); AP1G1(-0.829521); 
SA_PROGRAMMED_CELL_DEATH	12	12	0.316299	0.295838	0.383677	0.77978	BCL2L11(1.80172); BAX(0.715667); BID(0.609974); BAK1(0.416152); BCL2(0.381764); BAD(0.371919); APAF1(0.159055); CASP9(-0.288016); CASP8AP2(-0.723906); BCL10(-0.768258); BCL2L1(-0.985854); CES1(-1.017); 
REACTOME_IL_7_SIGNALING	11	10	0.409245	0.296763	0.383324	0.77978	STAT5A(1.50319); PIK3R3(0.898754); HGF(0.0193504); PIK3R1(0.00731657); JAK1(-0.0388403); PIK3R2(-0.167603); STAT5B(-0.252649); JAK3(-0.354484); IL7(-0.457431); IL7R(-0.530936); 
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	18	16	0.234274	0.290644	0.385662	0.781984	UBE2D3(3.10699); EGLN2(1.75265); TCEB1(0.267408); RPS27A(0.114955); EGLN3(0.0968471); UBE2D1(0.0562972); UBA52(-0.0398633); HIF1A(-0.0633025); VHL(-0.0750473); EPAS1(-0.261055); EGLN1(-0.411204); CUL2(-0.466553); RBX1(-0.562444); HIF3A(-0.639274); TCEB2(-0.9274); UBE2D2(-1.20987); 
PID_TCR_PATHWAY	66	63	1.09842	0.285727	0.387544	0.784524	HLA-DRB1(4.31249); HLA-DRA(3.24383); CHUK(3.12509); PLCG1(2.98526); INPP5D(1.36103); PRKCB(1.3141); CD3D(1.13638); CD3G(1.10878); FYB(0.988987); PRKCQ(0.81822); GRAP2(0.553834); KRAS(0.463773); PTPN11(0.294662); SH3BP2(0.279317); PTEN(0.243819); CD247(0.240604); CD80(0.161864); CD4(0.149542); FYN(0.138675); MAP3K8(0.119352); CARD11(0.0982007); SOS1(0.064445); GAB2(-0.0629173); ORAI1(-0.068297); CSK(-0.0994637); CD28(-0.11863); CDC42(-0.144984); RASGRP1(-0.169306); CD3E(-0.2109); PRKCA(-0.252342); PRKCE(-0.256039); ITK(-0.256617); DBNL(-0.294194); ZAP70(-0.297587); RASGRP2(-0.33365); SHC1(-0.334932); PTPRC(-0.34449); VAV1(-0.351808); RAP1A(-0.385497); LCP2(-0.387134); LCK(-0.408935); STK39(-0.463947); STIM1(-0.546443); MALT1(-0.596978); LAT(-0.608179); RASSF5(-0.617335); HRAS(-0.621128); PAG1(-0.642074); CD86(-0.669894); IKBKB(-0.731113); TRAF6(-0.736632); BCL10(-0.768258); CBL(-0.779886); TRPV6(-0.786774); AKT1(-0.790536); MAP3K14(-0.855845); SLA2(-0.868237); NRAS(-0.876622); PTPN6(-0.881185); MAP4K1(-0.896276); NCK1(-1.01167); GRB2(-1.04866); PDPK1(-1.51315); 
PID_S1P_S1P4_PATHWAY	14	14	0.378364	0.2857	0.387554	0.784524	PLCG1(2.98526); GNAO1(1.86872); GNAI3(0.866894); MAPK1(0.309425); GNAI1(0.143337); MAPK3(-0.0304901); GNA12(-0.0691284); CDC42(-0.144984); S1PR4(-0.343021); GNA13(-0.630079); GNAI2(-0.837638); S1PR5(-1.00579); GNAZ(-1.11292); RHOA(-1.31259); 
PID_NCADHERIN_PATHWAY	33	33	0.866446	0.279892	0.38978	0.786498	PLCG1(2.98526); CDH2(1.56577); CAMK2G(1.5216); PIK3CA(0.740005); DAGLB(0.627643); PIP5K1C(0.605947); CNR1(0.563697); GSN(0.428368); PTPN11(0.294662); MAPRE1(0.215954); LRP5(0.119835); DAGLA(0.0871034); GAP43(0.0715781); PIK3R1(0.00731657); GRIA2(-0.0454146); ROCK1(-0.0992421); FGFR1(-0.125497); CDC42(-0.144984); RAC1(-0.183129); CTNNA1(-0.223002); MAPK8(-0.277255); PTPN1(-0.297232); CTNNB1(-0.32477); MYL2(-0.340154); AXIN1(-0.362668); DCTN1(-0.56236); FER(-0.605468); KIF5B(-0.605505); CTNND1(-0.60602); JUP(-0.748874); GJA1(-0.893282); CTTN(-1.16712); RHOA(-1.31259); 
BIOCARTA_INTEGRIN_PATHWAY	38	38	0.821583	0.272445	0.39264	0.790989	BCAR1(3.39143); ACTA1(1.55502); ACTN1(1.4803); PTK2(1.41268); ITGA1(1.19382); TLN1(0.904596); PXN(0.494265); JUN(0.448917); RAPGEF1(0.417107); CAPN1(0.345171); RAF1(0.339154); MAPK1(0.309425); FYN(0.138675); SOS1(0.064445); MAPK3(-0.0304901); ZYX(-0.0817746); TNS1(-0.088909); ROCK1(-0.0992421); CSK(-0.0994637); CRKL(-0.104781); SRC(-0.173469); CAV1(-0.17878); MAPK8(-0.277255); SHC1(-0.334932); RAP1A(-0.385497); CAPNS1(-0.385579); MAP2K1(-0.412275); ITGB1(-0.450603); ACTN2(-0.541166); VCL(-0.606576); HRAS(-0.621128); MAP2K2(-0.653862); CAPNS2(-0.668504); ACTN3(-0.885222); PPP1R12B(-0.943886); GRB2(-1.04866); BCR(-1.19604); RHOA(-1.31259); 
REACTOME_MYOGENESIS	28	28	0.86832	0.271508	0.393	0.790989	CDH2(1.56577); MYOD1(1.52412); CDH4(1.1621); BNIP2(0.662832); ABL1(0.502895); TCF4(0.493319); MAP2K6(0.41207); BOC(0.392168); MEF2BNB(0.269081); NEO1(0.198751); MEF2BNB-MEF2B(0.152839); MAPK12(0.130033); MAPK11(0.103126); CDH15(0.0391364); TCF12(-0.0817073); MYF6(-0.115322); MYF5(-0.127763); CDC42(-0.144984); MEF2C(-0.197942); CTNNA1(-0.223002); CDON(-0.310015); CTNNB1(-0.32477); MEF2D(-0.619721); MEF2A(-0.694934); MAPK14(-0.821728); MYOG(-0.861626); TCF3(-0.939697); NTN3(-1.31636); 
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	16	16	-0.0346622	0.268851	0.394022	0.791217	PLA2G2E(0.818092); PLA2G5(0.764616); PLA2G12A(0.743292); PLA2G4F(0.601743); PLA2G2F(0.369176); PLA2G4A(0.351862); PLA2G3(0.280134); PLA2G4D(0.227423); PLA2G2D(0.150059); LPCAT4(-0.0763836); LPGAT1(-0.103899); LPCAT1(-0.456697); PLA2G2A(-0.471623); CRLS1(-0.566092); PLA2G1B(-0.692082); PLA2G10(-1.26822); 
BIOCARTA_EPONFKB_PATHWAY	11	11	0.190874	0.265479	0.39532	0.792547	NFKB1(1.9519); CDKN1A(1.74766); ARNT(0.878977); RELA(0.681872); HIF1A(-0.0633025); EPOR(-0.0963861); EPO(-0.662974); NFKBIA(-0.721273); SOD2(-0.753301); GRIN1(-1.1146); JAK2(-1.27723); 
REACTOME_TIE2_SIGNALING	17	17	0.551765	0.264551	0.395677	0.792547	TEK(1.63245); PIK3CA(0.740005); ANGPT1(0.520556); KRAS(0.463773); DOK2(0.415031); GRB7(0.174658); ANGPT2(0.135849); SOS1(0.064445); PIK3R1(0.00731657); GRB14(-0.00924876); ANGPT4(-0.0832925); PIK3R2(-0.167603); SHC1(-0.334932); PIK3CB(-0.339528); HRAS(-0.621128); NRAS(-0.876622); GRB2(-1.04866); 
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	108	103	0.951491	0.261446	0.396874	0.793113	TNF(3.33523); CHUK(3.12509); PLCG1(2.98526); NFKB1(1.9519); VAV2(1.6006); IL2(1.5333); VAV3(1.3241); FOS(1.23295); CD3D(1.13638); CD3G(1.10878); AKT2(0.947394); PIK3R3(0.898754); PPP3CA(0.877954); PRKCQ(0.81822); IL5(0.817658); PIK3CA(0.740005); RELA(0.681872); PIK3CD(0.669393); MAP3K7(0.604395); CHP2(0.58378); AKT3(0.573376); GRAP2(0.553834); NFATC1(0.502222); CD8A(0.476136); KRAS(0.463773); JUN(0.448917); NFAT5(0.437285); RAF1(0.339154); MAPK1(0.309425); IL4(0.289637); NFATC2(0.261415); PIK3CG(0.249449); CD247(0.240604); MAP2K7(0.21624); CD4(0.149542); GSK3B(0.144671); FYN(0.138675); MAPK12(0.130033); MAP3K8(0.119352); MAPK11(0.103126); CARD11(0.0982007); PAK6(0.0973776); DLG1(0.0953626); SOS1(0.064445); PIK3R1(0.00731657); CTLA4(0.00221838); MAPK9(-0.0285666); MAPK3(-0.0304901); CD8B(-0.0468904); CD28(-0.11863); CDC42(-0.144984); TEC(-0.166852); PIK3R2(-0.167603); RASGRP1(-0.169306); CD3E(-0.2109); CDK4(-0.240174); ITK(-0.256617); NFATC3(-0.284717); ZAP70(-0.297587); PIK3CB(-0.339528); PTPRC(-0.34449); PAK4(-0.344606); VAV1(-0.351808); PAK1(-0.36475); NCK2(-0.37388); LCP2(-0.387134); LCK(-0.408935); MAP2K1(-0.412275); NFATC4(-0.427403); IFNG(-0.446851); CSF2(-0.449999); IL10(-0.489542); PPP3R2(-0.493334); NFKBIE(-0.498893); PIK3R5(-0.528945); MALT1(-0.596978); LAT(-0.608179); HRAS(-0.621128); PAK7(-0.629909); PPP3CC(-0.640544); MAP2K2(-0.653862); ICOS(-0.675673); NFKBIA(-0.721273); IKBKB(-0.731113); PPP3R1(-0.734347); MAPK13(-0.735182); BCL10(-0.768258); PAK2(-0.777755); CBL(-0.779886); AKT1(-0.790536); MAPK14(-0.821728); PPP3CB(-0.843689); MAP3K14(-0.855845); NRAS(-0.876622); PTPN6(-0.881185); NFKBIB(-0.902987); CBLB(-0.93392); NCK1(-1.01167); SOS2(-1.03421); GRB2(-1.04866); CBLC(-1.15773); RHOA(-1.31259); PDPK1(-1.51315); 
KEGG_PENTOSE_PHOSPHATE_PATHWAY	27	23	0.129592	0.259366	0.397676	0.793444	FBP1(1.36538); FBP2(1.35854); ALDOB(1.19581); H6PD(1.17264); PFKL(0.773881); PFKP(0.699256); TALDO1(0.697098); RPE(0.313859); PGD(0.0723302); PFKM(0.0217977); PGLS(-0.120757); ALDOA(-0.261401); PGM1(-0.325183); TKT(-0.360305); DERA(-0.379522); LOC729020(-0.391685); PRPS1L1(-0.449999); TKTL2(-0.468769); GPI(-0.57088); PGM2(-0.677762); RPIA(-0.713713); ALDOC(-1.05371); RBKS(-1.16659); 
REACTOME_PURINE_CATABOLISM	10	10	0.134964	0.254295	0.399634	0.796076	NT5C2(3.38388); CAT(0.334398); NT5C1B(0.288054); GDA(-0.082495); PNP(-0.337915); NT5E(-0.347069); NT5C1A(-0.403336); XDH(-0.488957); NT5C(-0.789085); GPX1(-1.03517); 
PID_P38_MKK3_6PATHWAY	26	26	0.639583	0.25215	0.400462	0.796454	MAP3K3(1.61298); MAP3K1(0.903983); MAP3K10(0.849533); CCM2(0.761533); TAOK1(0.623022); MAP3K7(0.604395); TAOK3(0.525519); GADD45B(0.469697); MAP2K6(0.41207); TRAF2(0.140714); MAP2K3(0.130055); MAPK11(0.103126); CAMK2B(-0.026793); RAC1(-0.183129); TAB2(-0.238299); TXN(-0.25458); TAB1(-0.311241); GADD45G(-0.341172); MAP3K6(-0.353449); MAP3K4(-0.385607); GADD45A(-0.417097); TAOK2(-0.59101); ATM(-0.644324); TRAF6(-0.736632); MAPK14(-0.821728); MAP3K5(-1.09961); 
PID_IL2_PI3K_PATHWAY	34	33	0.657161	0.251078	0.400877	0.796454	NFKB1(1.9519); IL2(1.5333); MTOR(1.19005); EIF3A(1.18097); PIK3CA(0.740005); RELA(0.681872); HSP90AA1(0.479974); SGMS1(0.473962); BCL2(0.381764); PTPN11(0.294662); MYC(0.242354); UGCG(0.107921); SOS1(0.064445); PIK3R1(0.00731657); TERT(-0.000702613); JAK1(-0.0388403); GAB2(-0.0629173); MYB(-0.0686474); FOXO3(-0.156345); IL2RA(-0.175379); RAC1(-0.183129); E2F1(-0.193662); SHC1(-0.334932); JAK3(-0.354484); IL2RB(-0.373678); LCK(-0.408935); RPS6KB1(-0.445171); SMPD1(-0.585799); AKT1(-0.790536); RPS6(-0.961144); BCL2L1(-0.985854); GRB2(-1.04866); PRKCZ(-1.38009); 
BIOCARTA_PML_PATHWAY	17	17	0.52976	0.245844	0.402901	0.798757	TNF(3.33523); TP53(1.53647); DAXX(0.913253); SUMO1(0.35811); RARA(0.356128); FASLG(-0.18886); CREBBP(-0.268873); RB1(-0.304368); PAX3(-0.345388); SP100(-0.356201); PML(-0.385466); TNFRSF1B(-0.396578); FAS(-0.431352); HRAS(-0.621128); TNFRSF1A(-0.748701); PRAM1(-0.800023); SIRT1(-1.03912); 
PID_SYNDECAN_1_PATHWAY	46	43	0.906401	0.242463	0.404211	0.80008	MMP1(1.80973); PPIB(1.57267); COL6A1(1.56287); COL2A1(1.40345); COL8A1(1.09023); COL4A1(0.847353); COL11A2(0.811697); MET(0.793054); COL4A3(0.763785); SDCBP(0.742027); COL9A1(0.586534); COL13A1(0.310129); MAPK1(0.309425); PRKACA(0.12355); MMP7(0.104917); HGF(0.0193504); MAPK3(-0.0304901); COL1A1(-0.0376838); COL5A1(-0.0623794); COL11A1(-0.137378); BSG(-0.181914); COL3A1(-0.223115); COL10A1(-0.25873); SDC1(-0.275259); COL7A1(-0.294323); COL4A4(-0.304275); COL16A1(-0.308952); COL1A2(-0.388339); COL12A1(-0.42527); COL5A2(-0.452084); COL9A3(-0.556275); COL8A2(-0.568365); COL15A1(-0.589188); COL6A3(-0.595882); HPSE(-0.609325); COL9A2(-0.611804); COL6A2(-0.618048); COL14A1(-0.636188); CCL5(-0.698348); TGFB1(-0.744477); COL17A1(-0.7506); LAMA5(-0.8193); MMP9(-0.879449); 
BIOCARTA_EPO_PATHWAY	19	18	0.269174	0.239975	0.405175	0.800718	PLCG1(2.98526); STAT5A(1.50319); FOS(1.23295); JUN(0.448917); RAF1(0.339154); SOS1(0.064445); MAPK3(-0.0304901); CSNK2A1(-0.0724185); EPOR(-0.0963861); STAT5B(-0.252649); MAPK8(-0.277255); SHC1(-0.334932); MAP2K1(-0.412275); HRAS(-0.621128); EPO(-0.662974); PTPN6(-0.881185); GRB2(-1.04866); JAK2(-1.27723); 
BIOCARTA_STEM_PATHWAY	15	15	-0.229011	0.237253	0.40623	0.801533	IL2(1.5333); IL5(0.817658); IL6(0.621384); CD8A(0.476136); IL4(0.289637); CD4(0.149542); IL9(0.072625); CSF3(-0.0777722); IL8(-0.275308); IL3(-0.44356); CSF2(-0.449999); IL7(-0.457431); CSF1(-0.508154); IL11(-0.525031); EPO(-0.662974); 
PID_IL2_1PATHWAY	55	54	0.654707	0.234725	0.407211	0.8022	IL2(1.5333); STAT5A(1.50319); STAT3(1.33411); PRKCB(1.3141); FOS(1.23295); PTK2B(1.00923); SOCS2(0.76275); PIK3CA(0.740005); KRAS(0.463773); JUN(0.448917); DOK2(0.415031); BCL2(0.381764); IKZF3(0.340808); RAF1(0.339154); MAPK1(0.309425); PTPN11(0.294662); STAM(0.262468); MYC(0.242354); FYN(0.138675); MAPK11(0.103126); SOCS3(0.0692202); SOS1(0.064445); PIK3R1(0.00731657); MAPK9(-0.0285666); MAPK3(-0.0304901); MAPKAPK2(-0.0380594); JAK1(-0.0388403); IRS2(-0.050538); GAB2(-0.0629173); PPP2R5D(-0.128737); SYK(-0.130531); RASA1(-0.153412); IL2RA(-0.175379); STAT5B(-0.252649); PRKCE(-0.256039); MAPK8(-0.277255); STAT1(-0.302649); SHC1(-0.334932); JAK3(-0.354484); IL2RB(-0.373678); CDK2(-0.384698); LCK(-0.408935); MAP2K1(-0.412275); IFNG(-0.446851); IRS1(-0.513901); STAM2(-0.609281); HRAS(-0.621128); MAP2K2(-0.653862); CISH(-0.703694); SOCS1(-0.722527); MAPK14(-0.821728); NRAS(-0.876622); GRB2(-1.04866); RHOA(-1.31259); 
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	46	42	0.41443	0.233471	0.407698	0.8022	CHUK(3.12509); CARD9(2.22379); P2RX7(1.69855); APP(1.24739); NLRP3(0.989466); TMEM189-UBE2V1(0.84584); PSTPIP1(0.635177); MAP3K7(0.604395); TNFAIP3(0.543564); MAP2K6(0.41207); BCL2(0.381764); MEFV(0.198358); MAPK12(0.130033); MAPK11(0.103126); BIRC3(0.102823); NLRP1(0.0786671); BIRC2(0.060286); TXNIP(-0.0580891); CASP1(-0.167938); TAB2(-0.238299); TXN(-0.25458); IRAK2(-0.268424); PYCARD(-0.277699); NOD1(-0.28462); CASP9(-0.288016); TAB1(-0.311241); RIPK2(-0.336862); CASP2(-0.416479); AIM2(-0.490085); UBE2N(-0.494611); HSP90AB1(-0.501973); NOD2(-0.556384); CASP8(-0.562284); NLRC4(-0.585296); CYLD(-0.683219); IKBKB(-0.731113); MAPK13(-0.735182); TRAF6(-0.736632); MAPK14(-0.821728); CASP4(-0.828892); BCL2L1(-0.985854); PANX1(-1.02097); 
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	60	51	1.31827	0.23103	0.408646	0.80249	RASGRF1(2.52342); BCL2L11(1.80172); NGF(1.70068); VAV3(1.3241); ARHGEF12(1.11689); FGD3(0.998654); PREX1(0.920653); NCSTN(0.706382); PSENEN(0.673298); TIAM2(0.608583); ABR(0.550342); TIAM1(0.528044); KALRN(0.446736); BAD(0.371919); FGD4(0.205415); NGEF(0.193533); RPS27A(0.114955); SOS1(0.064445); RASGRF2(-0.000688702); ITSN1(-0.00398188); CASP3(-0.00632708); UBA52(-0.0398633); TRIO(-0.0863244); ARHGEF16(-0.101731); RAC1(-0.183129); OBSCN(-0.191921); ARHGEF4(-0.207841); ARHGEF2(-0.224739); NGFR(-0.228701); ARHGEF3(-0.258784); FGD2(-0.26586); MAPK8(-0.277255); SQSTM1(-0.309277); PSEN1(-0.318482); VAV1(-0.351808); AKAP13(-0.373459); ARHGEF17(-0.402644); CASP2(-0.416479); APH1B(-0.476687); NET1(-0.536055); ECT2(-0.593688); ARHGEF18(-0.615415); APH1A(-0.672051); TRAF6(-0.736632); PLEKHG2(-0.765281); ITGB3BP(-0.839558); PSEN2(-0.845074); AATF(-0.870332); ARHGEF11(-0.904643); YWHAE(-0.953313); SOS2(-1.03421); 
BIOCARTA_IL2_PATHWAY	22	20	0.327195	0.228967	0.409447	0.8028	IL2(1.5333); STAT5A(1.50319); FOS(1.23295); JUN(0.448917); RAF1(0.339154); SOS1(0.064445); MAPK3(-0.0304901); JAK1(-0.0388403); CSNK2A1(-0.0724185); SYK(-0.130531); IL2RA(-0.175379); STAT5B(-0.252649); MAPK8(-0.277255); SHC1(-0.334932); JAK3(-0.354484); IL2RB(-0.373678); LCK(-0.408935); MAP2K1(-0.412275); HRAS(-0.621128); GRB2(-1.04866); 
BIOCARTA_PTC1_PATHWAY	11	11	0.180429	0.225678	0.410726	0.80361	CDC25B(1.38071); CDK1(0.737894); CDC25A(0.391891); PTCH1(0.197011); XPO1(-0.0928884); CDC25C(-0.109539); CCNH(-0.211401); SHH(-0.259647); CCNB1(-0.465449); MNAT1(-0.496769); CDK7(-0.603054); 
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67	63	0.983334	0.226247	0.410505	0.80361	CDKN2A(3.39313); PTK2(1.41268); MTOR(1.19005); RPS6KA2(1.15032); IGFBP1(1.11604); CDKN1B(1.10316); GAB1(1.015); SLC2A4(1.00149); AKT2(0.947394); PREX1(0.920653); NOLC1(0.86779); MET(0.793054); PIK3CA(0.740005); PIK3CD(0.669393); RPS6KA1(0.634368); PARD3(0.619079); AKT3(0.573376); BAD(0.371919); CYTH3(0.280219); ERBB4(0.248466); PTEN(0.243819); MYC(0.242354); CREB3(0.14923); GSK3B(0.144671); CREB5(0.128447); PAK6(0.0973776); SOS1(0.064445); YWHAQ(0.0368781); IRS2(-0.050538); IFI27(-0.0702801); CDC42(-0.144984); FOXO3(-0.156345); TSC1(-0.182677); YWHAB(-0.207316); F2RL2(-0.274083); PTPN1(-0.297232); PPP1R13B(-0.320223); SHC1(-0.334932); PAK4(-0.344606); IGF1(-0.355211); PAK1(-0.36475); CDK2(-0.384698); GADD45A(-0.417097); RPS6KB1(-0.445171); CREB1(-0.460857); IRS1(-0.513901); PIK3R5(-0.528945); YWHAH(-0.533874); SFN(-0.625257); PAK7(-0.629909); GSK3A(-0.668364); YWHAZ(-0.67485); INPPL1(-0.759183); PAK2(-0.777755); AKT1(-0.790536); TSC2(-0.834773); YWHAG(-0.837441); PARD6A(-0.886557); YWHAE(-0.953313); BCL2L1(-0.985854); SOS2(-1.03421); GRB2(-1.04866); PDPK1(-1.51315); 
BIOCARTA_BCR_PATHWAY	37	32	0.821067	0.221756	0.412252	0.804504	PLCG1(2.98526); PRKCB(1.3141); FOS(1.23295); MAP3K1(0.903983); PPP3CA(0.877954); CD79B(0.825641); NFATC1(0.502222); JUN(0.448917); LYN(0.384916); RAF1(0.339154); NFATC2(0.261415); SOS1(0.064445); MAPK3(-0.0304901); BLNK(-0.0610801); CALM1(-0.0768233); SYK(-0.130531); RAC1(-0.183129); PRKCA(-0.252342); MAPK8(-0.277255); NFATC3(-0.284717); CALM2(-0.314883); SHC1(-0.334932); VAV1(-0.351808); MAP2K1(-0.412275); NFATC4(-0.427403); HRAS(-0.621128); PPP3CC(-0.640544); MAPK14(-0.821728); PPP3CB(-0.843689); CALM3(-0.990701); GRB2(-1.04866); CD79A(-1.3909); 
PID_IFNG_PATHWAY	40	40	0.717382	0.220798	0.412625	0.804504	MAP3K11(1.99247); CAMK2G(1.5216); STAT3(1.33411); MTOR(1.19005); MAP3K1(0.903983); IFNGR1(0.861016); SMAD7(0.806264); PIK3CA(0.740005); DAPK1(0.484919); RAPGEF1(0.417107); MAPK1(0.309425); PTPN11(0.294662); PTGES2(0.0633828); PIK3R1(0.00731657); CAMK2B(-0.026793); MAPK3(-0.0304901); CEBPB(-0.0360662); JAK1(-0.0388403); IRF9(-0.0399464); CRKL(-0.104781); CASP1(-0.167938); CAMK2A(-0.191522); EP300(-0.192803); CREBBP(-0.268873); STAT1(-0.302649); CAMK2D(-0.345674); IRF1(-0.357138); RAP1A(-0.385497); PRKCD(-0.387895); MAP2K1(-0.412275); IFNG(-0.446851); IL1B(-0.485103); PIAS1(-0.513939); RAP1B(-0.60113); PIAS4(-0.620029); SOCS1(-0.722527); PTPN2(-0.725961); CBL(-0.779886); AKT1(-0.790536); JAK2(-1.27723); 
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	16	14	0.958642	0.216977	0.414113	0.805614	AP2M1(1.45143); PRKCB(1.3141); GRIP2(0.855645); GRIA1(0.530322); AP2A1(0.205842); AP2B1(-0.0256401); GRIA2(-0.0454146); PRKCA(-0.252342); AP2S1(-0.287018); PRKCG(-0.311495); AP2A2(-0.568956); GRIA4(-0.660255); NSF(-0.750463); PICK1(-0.968581); 
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	30	30	-0.00819989	0.214572	0.415051	0.806181	TBK1(0.996959); IFNA6(0.870103); IFNA8(0.681787); IRF7(0.635864); MAVS(0.375187); IRF2(0.372708); IFNA21(0.359145); IFNA4(0.310098); IFNA16(0.292407); IFNA10(0.286742); IFNA7(0.284437); IFNA14(0.271172); IFNA17(0.233067); IFNA2(0.215732); TRAF2(0.140714); IFNA1(0.105988); IFNB1(0.0548596); IFNA5(-0.00413047); DDX58(-0.053187); EP300(-0.192803); CREBBP(-0.268873); IFIH1(-0.331955); IRF1(-0.357138); IKBKE(-0.389209); RNF135(-0.456028); SIKE1(-0.728817); IRF3(-0.732468); TRAF6(-0.736632); TANK(-0.743355); TRIM25(-0.887372); 
BIOCARTA_P35ALZHEIMERS_PATHWAY	11	11	0.426619	0.212903	0.415701	0.806189	APP(1.24739); MAPT(1.23781); CSNK1A1(0.683409); CAPN1(0.345171); CDK5(0.147737); GSK3B(0.144671); CDK5R1(-0.3406); CAPNS1(-0.385579); CAPNS2(-0.668504); PPP2CA(-0.863361); CSNK1D(-1.1123); 
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	25	22	1.32549	0.212055	0.416032	0.806189	DGKB(3.87013); PRKCQ(0.81822); ITPR3(0.673188); DAGLB(0.627643); DGKI(0.406288); DAGLA(0.0871034); ITPR2(-0.00827742); PRKCH(-0.0521695); TRPC7(-0.144785); RASGRP1(-0.169306); PRKCE(-0.256039); DGKE(-0.327011); RASGRP2(-0.33365); PRKCD(-0.387895); DGKD(-0.393577); TRPC3(-0.422498); DGKA(-0.449793); DGKG(-0.470396); TRPC6(-0.540356); DGKH(-0.568425); MGLL(-0.702968); DGKQ(-0.708488); 
BIOCARTA_HER2_PATHWAY	22	22	0.920683	0.20325	0.41947	0.808907	STAT3(1.33411); PIK3CA(0.740005); ESR1(0.694623); IL6(0.621384); RAF1(0.339154); MAPK1(0.309425); PIK3CG(0.249449); ERBB4(0.248466); GRIP1(0.101837); SOS1(0.064445); PIK3R1(0.00731657); EGFR(-0.0142748); MAPK3(-0.0304901); IL6R(-0.138908); EP300(-0.192803); IL6ST(-0.281203); CARM1(-0.302816); SHC1(-0.334932); MAP2K1(-0.412275); HRAS(-0.621128); ERBB3(-0.817871); GRB2(-1.04866); 
